Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
209700,Dinner at Deviant's Palace,Tim Powers,"Powers, Tim",,"=""1892284847""","=""9781892284846""",0,3.65,Ace Science Fiction Books,Hardcover,256,1985,1985,2013/12/23,2013/12/17,,,read,,,,1,,,0,,,,,
18259637,"Lazarus, Vol. 1: Family",Greg Rucka,"Rucka, Greg","Michael Lark, Santiago Arcas","=""1607068095""","=""9781607068099""",0,3.94,Image Comics,Paperback,106,2013,2013,2013/12/02,2013/12/01,,,read,,,,1,,,0,,,,,
17131869,"Saga, Vol. 2 (Saga, #2)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607066920""","=""9781607066927""",0,4.56,Image Comics,Paperback,144,2013,2013,2013/11/28,2013/11/28,,,read,,,,1,,,0,,,,,
15704307,"Saga, Vol. 1 (Saga, #1)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607066017""","=""9781607066019""",0,4.23,Image Comics,Paperback,160,2012,2012,2013/11/28,2013/11/28,,,read,,,,1,,,0,,,,,
3698,The Quiet American,Graham Greene,"Greene, Graham",Robert  Stone,"=""0143039024""","=""9780143039020""",0,3.96,Penguin Classics,Paperback,180,2004,1955,2013/11/27,2013/11/19,,,read,,,,1,,,0,,,,,
71840,Fool on the Hill,Matt Ruff,"Ruff, Matt",,"=""0802135358""","=""9780802135353""",0,4.09,Grove Press,Paperback,400,1997,1988,2013/11/14,2013/11/05,,,read,,,,1,,,0,,,,,
13239822,Alif the Unseen,G. Willow Wilson,"Wilson, G. Willow",,"=""0802120202""","=""9780802120205""",0,3.84,Grove Press,Hardcover,433,2012,2012,2013/11/04,2013/10/31,,,read,,,,1,,,0,,,,,
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""0060510862""","=""9780060510862""",0,4.15,Voyager,Paperback,278,2003,1974,2013/10/18,2013/10/04,,,read,,,,1,,,0,,,,,
209768,Rivethead: Tales from the Assembly Line,Ben Hamper,"Hamper, Ben",,"=""0446394009""","=""9780446394000""",0,3.99,Grand Central Publishing,Paperback,234,1992,1991,2013/09/20,2013/09/13,,,read,,,,1,,,0,,,,,
12392681,Railsea,China Miéville,"Miéville, China",,"=""0345524527""","=""9780345524522""",0,3.89,Del Rey,Hardcover,424,2012,2012,2013/09/13,2013/09/03,,,read,,,,1,,,0,,,,,
11830394,2312,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316098124""","=""9780316098120""",0,3.43,Orbit,Hardcover,561,2012,2012,2013/09/02,2013/08/07,,,read,,,,1,,,0,,,,,
37261,Carnet de Voyage,Craig Thompson,"Thompson, Craig",,"=""1891830600""","=""9781891830600""",0,3.74,Top Shelf Productions,Paperback,224,2004,2002,2013/07/23,2013/07/23,,,read,,,,1,,,0,,,,,
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",0,3.74,Scribner,Hardcover,132,1996,1952,2013/07/23,2013/07/23,,,read,,,,1,,,0,,,,,
