"_id","author_details","title","isbn","publisher","date_published","rating","bookshelf_id","bookshelf","read","series_details","pages","notes","list_price","anthology","location","read_start","read_end","format","signed","loaned_to","anthology_titles","description","genre","language","date_added","goodreads_book_id","last_goodreads_sync_date","last_update_date","book_uuid",
"119","Tolkien, J.R.R.|Sís, Peter|Tolkien, J. R. R.","Hobbit, The","061815082X","Hmh Books For Young Readers","1937","0","1,","Default,","0","Middle-Earth Universe|The History of the Hobbit|The Lord of the Rings (0.2\\|Prequel)","330","","10.99","0","","","","Paperback","0","","","<em>""In a hole in the ground there lived a hobbit. Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat: it was a hobbit-hole, and that means comfort.""</em>  The hobbit-hole in question belongs to one Bilbo Baggins, an upstanding member of a ""little people, about half our height, and smaller than the bearded dwarves."" He is, like most of his kind, well off, well fed, and best pleased when sitting by his own fire with a pipe, a glass of good beer, and a meal to look forward to. Certainly this particular hobbit is the last person one would expect to see set off on a hazardous journey; indeed, when Gandalf the Grey stops by one morning, ""looking for someone to share in an adventure,"" Baggins fervently wishes the wizard elsewhere. No such luck, however; soon 13 fortune-seeking dwarves have arrived on the hobbit's doorstep in search of a burglar, and before he can even grab his hat or an umbrella, Bilbo Baggins is swept out his door and into a dangerous adventure.<p>  The dwarves' goal is to return to their ancestral home in the Lonely Mountains and reclaim a stolen fortune from the dragon Smaug. Along the way, they and their reluctant companion meet giant spiders, hostile elves, ravening wolves--and, most perilous of all, a subterranean creature named Gollum from whom Bilbo wins a magical ring in a riddling contest. It is from this life-or-death game in the dark that J.R.R. Tolkien's masterwork,  <em>The Lord of the Rings</em>, would eventually spring. Though <em>The Hobbit</em> is lighter in tone than the trilogy that follows, it has, like Bilbo Baggins himself, unexpected iron at its core. Don't be fooled by its fairy-tale demeanor; this is very much a story for adults, though older children will enjoy it, too. By the time Bilbo returns to his comfortable hobbit-hole, he is a different person altogether, well primed for the bigger adventures to come--and so is the reader. <em>--Alix Wilber</em></p>","","English","2014-01-21 22:50:07","554286","2014-09-27 04:38:03","2014-11-23 19:00:26","521ccea301e1a80db7d3245c044bf649",
"122","Gaiman, Neil|N, Geyman|Гайман, Нейл|Кононенко, Е|N., Geyman","Коралина","5170271085","Ast","2005","0","1,","Default,","0","","159","","","0","","","","Hardcover","0","","","В 2001 году вышел самый знаменитый роман Нила Геймана ""Американские боги"", а в 2002 году увидела свет еще одна знаковая работа писателя - роман ""Коралина"", которому критики дали определение: ""Алиса в Стране Чудес"", написанная Стивеном Кингом.<br>В доме, где жила Коралина, было много дверей, и одна из них всегда оставалась запертой. Но Коралина открыла эту дверь и оказалась в квартире, внешне ничем не отличавшейся от ее собственной. Только в ней жили и другие мама и папа, и они хотели изменить девочку.","","Russian","2014-01-21 22:51:53","7141206","2014-09-27 04:38:23","2014-11-23 19:00:35","e127c252a11b63a11b79aafe5d23c557",
"124","Dahl, Roald|Blake, Quentin","Witches, The","0590032496","Scholastic Inc.","1997","0","1,","Default,","0","","208","","","0","","","","Paperback","0","","","This Roald Dahl classic tells the scary, funny and imaginative tale of a seven-year-old boy who has a run-in with some real-life witches! ""In fairy tales witches always wear silly black hats and black cloaks and they ride on broomsticks.  But this is not a fairy tale. This is about REAL WITCHES. REAL WITCHES dress in ordinary clothes and look very much like ordinary women. They live in ordinary houses and they work in ordinary jobs. That is why they are so hard to catch.""  Witches, as our hero learns, hate children. With the help of a friend and his somewhat-magical grandmother, our hero tries to expose the witches before they dispose of him.","Juvenile Nonfiction / General","","2014-01-21 22:52:57","6327","2014-09-27 04:38:49","2014-11-23 19:00:43","81d606b5c5f528aa2e64cc2136b39145",
"125","Baum, L. Frank|McKee, David|Baum, Lyman Frank","Wizard Of Oz, The","9780140366938","Puffin","1995-03-01","0","1,","Default,","0","Oz (1)|Puffin Classics|Kinderbuchklassiker zum Vorlesen|Oz : Famous Forty (1)|Oz : Baum (1)","189","","4.99","0","","","","Paperback","0","","","After being transported by a cyclone to the land of Oz, Dorothy and her dog are befriended by a scarecrow, a tin man, and a cowardly lion, who accompany her to the Emerald City to look for a wizard who can help Dorothy return home to Kansas.","Juvenile Fiction / Fantasy & Magic","English","2014-01-21 22:53:40","847041","2014-09-27 04:38:55","2014-11-23 19:00:46","94b05d2479955ee8fdbb74cb7cd00121",
"126","Gaiman, Neil|McKean, Dave","Graveyard Book, The","9780060530938","Harpercollins","2008-09-30","0","1,","Default,","0","","312","","18.89","0","","","","Hardcover","0","","","Bod is an unusual boy who inhabits an unusual place-he's the only living resident of a graveyard. Raised from infancy by the ghosts, werewolves, and other cemetery denizens, Bod has learned the antiquated customs of his guardians' time as well as their timely ghostly teachings-like the ability to Fade.<br><br>Can a boy raised by ghosts face the wonders and terrors of the worlds of both the living and the dead? And then there are things like ghouls that aren't really one thing or the other.<br><br>This chilling tale is Neil Gaiman's first full-length novel for middle-grade readers since the internationally bestselling and universally acclaimed <em>Coraline</em>. Like <em>Coraline</em>, this book is sure to enchant and surprise young readers as well as Neil Gaiman's legion of adult fans.","Juvenile Fiction / Fantasy & Magic","English","2014-01-21 22:54:27","3168234","2014-09-27 04:39:03","2014-11-23 19:00:47","f0b21c3fee65f6fcc714eb0c2483fd33",
"127","Murakami, Haruki|Birnbaum, Alfred","Pinball, 1973","9784770022080","Kodansha International Ltd.","2011-02-25","0","1,","Default,","0","Trilogy of the Rat (2)|The Rat Series (2)|The Rat (2)","215","","","0","","","","Paperback","0","","","The plot centers on the narrator's brief but intense obsession with pinball, his life as a freelance translator, and his later efforts to reunite with the old pinball machine that he used to play. He describes living with a pair of identical unnamed female twins, who mysteriously appear in his apartment one morning, and disappear at the end of the book. Interspersed with the narrative are his memories of the Japanese student movement, and of his old girlfriend Naoko, who hanged herself, like the character of the same name in Murakami's later novel Norwegian Wood. The plot alternates between describing the life of narrator and that of his friend, The Rat.","Literary Criticism / Asian / General","English","2014-01-21 22:55:13","2376579","2014-09-27 04:39:10","2014-11-23 19:00:50","d6d95add8f36f14eb6c866f55ad613b5",
"130","Pratchett, Terry","Wyrd Sisters","9780061020667","Harpertorch","2001-02-06","0","1,","Default,","0","Discworld (6)|Discworld - Witches Series (2)|Discworld: Witches (2)","265","","7.99","0","","","","Mass Market Paperback","0","","","Witches are not by nature gregarious, and they certainly don't have leaders. Granny Weatherwax was the most highly-regarded of the leaders they didn't have. But even she found that meddling in royal politics was a lot more difficult than certain playwrights would have you believe...","Fiction / Fantasy / General","English","2014-01-21 22:56:16","34504","2014-09-27 04:39:55","2014-11-23 19:00:59","e3f6d61973a4a4f89cbe4ea36eaf6d2a",
"134","Pratchett, Terry","Sourcery","9780061020674","Harpertorch","2001-02-06","0","1,","Default,","0","Discworld (5)|Discworld - Rincewind series (3)|Discworld: Rincewind (3)","260","","7.99","0","","","","Mass Market Paperback","0","","","When last seen, the singularly inept wizard Rincewind had fallen off the edge of the world. Now magically, he's turned up again, and this time he's brought the Luggage. <p>But that's not all.... </p><p>Once upon a time, there was an eighth son of an eighth son who was, of course, a wizard. As if that wasn't complicated enough, said wizard then had seven sons. And then he had an eighth son -- a wizard squared (that's all the math, really). Who of course, was a source of magic -- a sorcerer.</p>","Fiction / Fantasy / General","English","2014-01-21 22:57:20","34499","2014-09-27 04:40:25","2014-11-23 19:01:08","ac5d5f5e7dc573c13dbca6631cda6724",
"136","Pratchett, Terry","Amazing Maurice and His Educated Rodents, The","9780060012359","Harpercollins","2008-08-12","0","1,","Default,","0","Discworld (28)|Discworld: Young Adult (1)|Discworld","340","","8.99","0","","","","Mass Market Paperback","0","","","In città si moltiplicano gli avvistamenti di topi: topi che sguazzano nei lavandini, si tuffano nei budini alla crema, squittiscono spudoratamente. Ed è subito panico. Per fortuna compare Keith, un giovane pifferaio dall'aria distratta, e tutti sono disposti per offrirgli una lauta ricompensa perchè se li porti via. In realtà è tutto orchestrato da un astuto gattaccio di strada, Maurice, che si sposta di città in città con il ragazzino e la sua ciurma di topi: un sistema infallibile per fare soldi. Ma quando arrivano nella sinistra Blintz Terme la musica cambia... e si fa minacciosa. Qualcosa di molto malvagio è in agguato nelle cantine. Non è più un gioco. Là sotto c'è un mondo dove topo mangia topo. E potrebbe essere solo l'inizio.","Juvenile Fiction / Fantasy & Magic","English","2014-01-21 22:57:38","61653","2014-09-27 04:40:38","2014-11-23 19:01:13","ef59ec4f9bd8ec6affb20c469bb2efd2",
"139","Fforde, Jasper","Last Dragonslayer, The","9780547738475","Hmh Books For Young Readers","2010-01-01","0","1,","Default,","0","The Last Dragonslayer (1)|The Chronicles of Kazam (1)|Chronicles of Kazam (1)","287","","16.99","0","","","","Hardcover","0","","","Foundling Jennifer Strange 15 is an indentured manager for Kazam, a house of sorcerers. As magic dwindles, so do their jobs. Drain cleaner is cheaper than a spell, and magic carpets deliver pizzas. But the Last Dragon is set to die this week, and Big Magic is coming.","Juvenile Fiction / Fantasy & Magic","English","2014-01-21 22:58:27","13316328","2014-09-27 04:40:54","2014-11-23 19:01:18","d6b729aa33896023b54f9c89f77012ce",
"140","Fforde, Jasper","Big Over Easy, The","9780143037231","Penguin","2006-07-25","0","1,","Default,","0","Nursery Crime (1)","383","","15.0","0","","","","Paperback","0","","","Jasper Fforde does it again with a dazzling new series starring Inspector Jack Spratt, head of the Nursery Crime Division.<br><br>Jasper Fforde’s bestselling <em>Thursday Next</em> series has delighted readers of every genre with its literary derring-do and brilliant flights of fancy. In <em>The Big Over Easy</em>, Fforde takes a break from classic literature and tumbles into the seedy underbelly of nursery crime. Meet Inspector Jack Spratt, family man and head of the Nursery Crime Division. He’s investigating the murder of ovoid D-class nursery celebrity Humpty Dumpty, found shattered to death beneath a wall in a shabby area of town. Yes, the big egg is down, and all those brittle pieces sitting in the morgue point to foul play.","Fiction / Mystery & Detective / General","English","2014-01-21 22:58:40","6628","2014-09-27 04:41:43","2014-11-23 19:01:20","576cbcb4ccde26deb6a61c392199f5a8",
"141","Fforde, Jasper","Fourth Bear, The","9780143038924","Penguin Books","2006-01-01","0","1,","Default,","0","Nursery Crime (2)|Jack Spratt Investigates","378","","15.0","0","","","","Paperback","0","","","<DIV>The inimitable Jasper Fforde gives readers another delightful mash-up of detective fiction and nursery rhyme, returning to those mean streets where no character is innocent. The Gingerbreadman—sadist, psychopath, cookie—is on the loose in Reading, but that’s not who Detective Jack Spratt and Sergeant Mary Mary are after. Instead, they’ve been demoted to searching for missing journalist “Goldy” Hatchett. The last witnesses to see her alive were the reclusive Three Bears, and right away Spratt senses something furry—uh, <i>funny</i>—about their story, starting with the porridge. <i>The Fourth Bear</i> is a delirious new romp from our most irrepressible fabulist.<br><br></div>","Fiction / Mystery & Detective / General","English","2014-01-21 22:58:53","107375","2014-09-27 04:41:50","2014-11-23 19:01:22","e4e28714a0001af2c165355f8116ce8f",
"142","Fforde, Jasper","Eyre Affair, The","9780142001806","Penguin Books","2001-01-01","0","1,","Default,","0","Thursday Next (1)","374","","16.0","0","","","","Paperback","0","","","Welcome to a surreal version of Great Britain, circa 1985, where time travel is routine, cloning is a reality (dodos are the resurrected pet of choice), and literature is taken very, <em>very</em> seriously. England is a virtual police state where an aunt can get lost (literally) in a Wordsworth poem, militant Baconians heckle performances of <em>Hamlet</em>, and forging Byronic verse is a punishable offense. All this is business as usual for Thursday Next, renowned Special Operative in literary detection, until someone begins kidnapping characters from works of literature. When Jane Eyre is plucked from the pages of Brontë's novel, Thursday must track down the villain and enter the novel herself to avert a heinous act of literary homicide.","Fiction / Alternative History","English","2014-01-21 22:59:06","27003","2014-09-27 04:42:12","2014-11-23 19:01:25","6bf378d43bba4790b1a0b0455d1dfb21",
"143","Knight, Michael Muhammad|Knight, Michael  Muhammad","Taqwacores, The","9781593762292","Soft Skull Press","2009-01-13","0","1,","Default,","0","","256","","13.95","0","","","","Paperback","0","","","A Muslim punk house in Buffalo, New York, inhabited by burqa-wearing riot girls, mohawked Sufis, straightedge Sunnis, Shi’a skinheads, Indonesian skaters, Sudanese rude boys, gay Muslims, drunk Muslims, and feminists. Their living room hosts parties and prayers, with a hole smashed in the wall to indicate the direction of Mecca. Their life together mixes sex, dope, and religion in roughly equal amounts, expressed in devotion to an Islamo-punk subculture, �taqwacore,” named for taqwa, an Arabic term for consciousness of the divine.<br>Originally self-published on photocopiers and spiralbound by hand, <em>The Taqwacores</em> has now come to be read as a manifesto for Muslim punk rockers and a �<em>Catcher in the Rye</em> for young Muslims.”<br><br>There are three different cover colors; red, white, and blue.","Fiction / Coming of Age","English","2014-01-21 22:59:15","5395778","2014-09-27 04:42:19","2014-11-23 19:01:27","df97149d96c88cb1e032488a818cc48d",
"144","Abbas, Ibraheem|Bahjatt, Yasser","H W J N","9781482075939","يتخيلون","2012-11-23","0","1,","Default,","0","English Edition","190","","9.99","0","","","","Paperback","0","","","HWJN is the #1 selling Arabic book in Saudi, it is a mix between fantasy, SciFi and romance. While most people get excited about legends of spirits and genies (Jinn) and pass it on as the listen to it with awe and horror (after adding their own spices to it); here comes Hawjan. The young Jinni who is in his early nineties to redefine our understanding of the Jinn world that resembles ours in so many ways, still it is a parallel dimension to ours. He shares his tale so that we can live it through a “human” perspective regardless of the differences between our two worlds. <br>As human populations expand Hawjan found himself surrounded by humans who had built a housing complex in the area surrounding his village forcing him, his mother and grandfather to live in one of these villas that is now haunted by humans. Hawjan’s efforts to avoid interacting with the human family had failed, finding himself madly in love with Sawsan the human, Sawsan was a medical student, gentle and brilliant, barely a quarter of his age. Hawjan was unable to let her know about his feelings until he learned how to communicate with Sawsan through the Ouija board. He found out about her brain cancer that she had hidden from everyone including her family. As Sawsan’s suffering increased and her health deteriorated her father was easy prey for a sorcerer who tricked him into believing that Sawsan’s illness was a result of the devils who had haunted their new home, an so a deadly battle between Hawjan and the devils and sorcerer who had tried extort money from Sawsan’s father. With the help of Eyad (Sawsan’s colleague) who had agreed to Hawjan possessing him so that they would both risk their lives to save Sawsan and her father.","Fiction / Romance / Science Fiction","English","2014-01-21 22:59:24","17880881","2014-09-27 04:42:26","2014-11-23 19:01:29","3443fe57800ca8eeda283e79c438be9c",
"145","Clarke, Susanna|Vess, Charles","Ladies Of Grace Adieu and Other Stories, The","9781596912519","Bloomsbury Usa","2006-01-01","0","1,","Default,","0","Jonathan Strange & Mr Norell (2)","235","","23.95","0","","","","Hardcover","0","","","Following the enormous success of 2004 bestseller and critics' favorite ""Jonathan Strange &amp; Mr Norrell, "" Susanna Clarke delivers a delicious collection of ten stories set in the same fairy-crossed world of 19th-century England. With Clarke's characteristic historical detail and diction, these dark, enchanting tales unfold in a slightly distorted version of our own world, where people are bedeviled by mischievous interventions from the fairies. With appearances from beloved characters from her novel, including Jonathan Strange and Childermass, and an entirely new spin on certain historical figures, including Mary, Queen of Scots, this is a must-have for fans of Susanna Clarke's and an enticing introduction to her work for new readers. Some of these stories have never before been published; others have appeared in the ""New York Times"" or in highly regarded anthologies."""" In this collection, they come together to expand the reach of Clarke's land of enchantment--and anticipate her next novel (Fall 2008).","Fiction / Short Stories (single author)","English","2014-01-21 22:59:51","15161","2014-09-27 04:42:33","2014-11-23 19:01:31","59c523115c282b958c569f01479daf69",
"146","Márquez, Gabriel Garcí­a|Grossman, Edith","Love in the Time Of Cholera","9780307389732","Vintage International","2003-10-07","0","1,","Default,","0","","348","","15.95","0","","","","Paperback","0","","","In their youth, Florentino Ariza and Fermina Daza fall passionately in love. When Fermina eventually chooses to marry a wealthy, well-born doctor, Florentino is devastated, but he is a romantic. As he rises in his business career he whiles away the years in 622 affairs--yet he reserves his heart for Fermina. Her husband dies at last, and Florentino purposefully attends the funeral. Fifty years, nine months, and four days after he first declared his love for Fermina, he will do so again.","Fiction / Literary","English","2014-01-21 23:00:32","1954203","2014-09-27 04:42:41","2014-12-31 01:21:41","809ede32ac75ce61e6b4ea79ad58b506",
"147","Murakami, Haruki|Gabriel, Philip","Kafka On the Shore","9780099458326","Vintage","2005-10-06","0","1,","Default,","0","","505","","","0","","","","Paperback","0","","","<em>Kafka on the Shore</em>, a tour de force of metaphysical reality, is powered by two remarkable characters: a teenage boy, Kafka Tamura, who runs away from home either to escape a gruesome oedipal prophecy or to search for his long-missing mother and sister; and an aging simpleton called Nakata, who never recovered from a wartime affliction and now is drawn toward Kafka for reasons that, like the most basic activities of daily life, he cannot fathom. Their odyssey, as mysterious to them as it is to us, is enriched throughout by vivid accomplices and mesmerizing events. Cats and people carry on conversations, a ghostlike pimp employs a Hegel-quoting prostitute, a forest harbors soldiers apparently unaged since World War II, and rainstorms of fish (and worse) fall from the sky. There is a brutal murder, with the identity of both victim and perpetrator a riddle—yet this, along with everything else, is eventually answered, just as the entwined destinies of Kafka and Nakata are gradually revealed, with one escaping his fate entirely and the other given a fresh start on his own.","","English","2014-01-21 23:00:45","818109","2014-09-27 04:42:48","2014-11-23 19:01:37","f2628ddc8e9023a35aea9470c6ac2a56",
"148","Murakami, Haruki|Birnbaum, Alfred","Hard-boiled Wonderland and the End Of the World","9780679743460","Vintage","1993-03-02","0","1,","Default,","0","","400","","15.95","0","","","","Paperback","0","","","'A narrative particle accelerator that zooms between Wild Turkey Whiskey and Bob Dylan, unicorn skulls and voracious librarians, John Coltrane and <em>Lord Jim</em>. Science fiction, detective story and post-modern manifesto all rolled into one rip-roaring novel, <em>Hard-Boiled Wonderland and the End of the World</em> is the tour de force that expanded Haruki Murakami's international following. Tracking one man's descent into the Kafkaesque underworld of contemporary Tokyo, Murakami unites East and West, tragedy and farce, compassion and detachment, slang and philosophy.'","Fiction / Romance / General","English","2014-01-21 23:00:57","106484","2014-09-27 04:42:59","2014-11-23 19:01:39","6bdfce08288e71595ea0a898b83a6030",
"149","Eco, Umberto|Weaver, William","Name Of the Rose, The","9780156001311","Harvest Books","1994-09-28","0","1,","Default,","0","","536","","15.95","0","","","","Paperback","0","","","The year is 1327. Franciscans in a wealthy Italian abbey are suspected of heresy, and Brother William of Baskerville arrives to investigate. When his delicate mission is suddenly overshadowed by seven bizarre deaths, Brother William turns detective. His tools are the logic of Aristotle, the theology of Aquinas, the empirical insights of Roger Bacon—all sharpened to a glistening edge by wry humor and a ferocious curiosity. He collects evidence, deciphers secret symbols and coded manuscripts, and digs into the eerie labyrinth of the abbey, where “the most interesting things happen at night.”","Fiction / Mystery & Detective / Historical","English","2014-01-21 23:01:12","119073","2014-09-27 04:43:05","2014-11-23 19:01:41","a406a30398ab568ca5ee40c3f0a4882c",
"150","Jerome, Jerome K.|Jerome, Jerome K","Three Men in a Boat: to Say Nothing Of the Dog!","9780140012132","Penguin Books","1978-01-26","0","1,","Default,","0","","192","","","0","","","","Paperback","0","","","<strong>'Change of scene, and absence of the necessity of thought, will restore the mental equilibrium'</strong><br><br>It would be unfair to say that any of the three men were hypochondriacs: it was simply that they suffered from a constant malaise, consisting of every symptom but housemaid's knee. The only cure for it was a revitalizing river trip in an open boat.<br><br>Bearing frying pans, elusive toothbrushes, pies, lemonade and whisky, for medicinal purposes only, the three men and Montmorency the dog (whose ambition in life is to get in the way) embark on their hilarious adventures on the Thames. After considerable enjoyment and irritation - getting lost in the maze, arguing with some quarrelsome swans, falling in the river - the three men decide that being <em>out</em> of a boat seems a more inviting alternative.<br><br>Despite being over a century old, its sparkling insights into human - and canine - nature ensure that <em>Three Men in a Boat</em> is as fresh and invigorating today as when it was first published.","","English","2014-01-21 23:01:22","77225","2014-09-27 04:43:14","2014-11-23 19:01:45","ec48404cfdc1176840528ac310a7b76b",
"151","Toole, John Kennedy|Percy, Walker","Confederacy Of Dunces, A","9780517122709","Wings Books","1994-12-12","0","1,","Default,","0","","462","","10.99","0","","","","Hardcover","0","","","Thirty-year-old medievalist Ignatius J. Reilly lives with his mother when he is forced to go job hunting. Thus begins a series of adventures, populated by a Dickensian array of sub-plots and characters.","","English","2014-01-21 23:01:32","422612","2014-09-27 04:43:22","2014-11-23 19:01:47","ef7c7d17ec0b4c3c63bc83e61282959a",
"153","Lear, Edward|Noakes, Vivien","Complete Verse and Other Nonsense, The","9780142002278","Penguin Books","2002-10-29","0","1,","Default,","0","","624","","22.0","0","","","","Paperback","0","","","<DIV><DIV></div> <br>      The absurd and fanciful verses of Edward Lear-from ""The Owl and the Pussy-cat"" to ""The Jumblies,"" from ""The Scroobious Pip"" to countless limericks-have enchanted generations of readers, children and adults alike. This delightful collection, the most comprehensive ever compiled of his work, presents all of Lear's verse and other nonsense writings, including stories, letters, and illustrated alphabets, as well as previously unpublished material. Featuring Lear's own line drawings throughout and an introduction by leading Lear authority Vivien Noakes, this captivating volume reveals a complex man of ample talents, achievements, and influence-and is teeming with timeless nonsense.<br><br></div>","Poetry / European / English, Irish, Scottish, Welsh","English","2014-01-21 23:02:03","234","2014-09-27 04:43:28","2014-11-23 19:01:50","96c35c52e2519bfc9c05ca30cea8e13f",
"155","Sacks, Oliver|Sacks, Oliver W.","Man Who Mistook His Wife For a Hat and Other Clinical Tales, The","9780060970796","Harper & Row (Nyc)","1986-01-01","0","1,","Default,","0","","243","","13.0","0","","","","Paperback","0","","","In <em>The Man Who Mistook His Wife for a Hat &amp; Other Clinical Tales</em>, Dr Oliver Sacks explores a variety of neurological disorders &amp; their extraordinary effects upon the minds &amp; lives of those affected. Sacks shows predicaments almost inconceivably strange, but he also eloquently describes the resilience &amp; resourcefulness of the human spirit &amp; shows how, in the face of almost impossible odds, we may still achieve a sort of accommodation &amp; affirmation. Here we encounter ""The Lost Mariner,"" who has lost his memory &amp; with it the greater part of his personal history; patients who are convulsed by epileptic memories from the past; patients with remarkable perceptual &amp; intellectual aberrations—like ""The Man Who Mistook His Wife for a Hat""; others with extraordinary perceptual amplifications &amp; gifts. We encounter patients who are galvanized by incessant tics, imitations, explosions of passion &amp; imagery. We encounter patients who feel partly or wholly disembodied, others who feel phantom limbs or bodies. We encounter every sort of excess &amp; defect, every sort of aberration &amp; transformation—patients who become, briefly, under the spur of neurological disorder, flirts, visionaries, murderers or dogs. These tales aren't simply studies of disease but of life itself struggling against extraordinary adversity. This exploration is always leavened by a deep human sympathy, so that these men &amp; women, however strangely afflicted, are felt as intensely human. Sacks enables us to enter their strange situations &amp; imagine with the heart, if no with the mind, what it must be to live &amp; feel as they do.<br>Implicit in these tales is a plea for a deeper &amp; more humane science. These tales themselves are exemplars of such a science.","Science / General","English","2014-01-21 23:02:52","748725","2014-09-27 04:43:43","2014-11-23 19:01:55","7f572c6b0dff7508fc4089602b6fbe38",
"158","Ovid, |Humphries, Rolfe","Metamorphoses","9780253200013","Indiana University Press","1960-01-01","0","1,","Default,","0","","416","","12.0","0","","","","Paperback","0","","","""The Metamorphoses of Ovid offers to the modern world such a key to the literary and religious culture of the ancients that it becomes an important event when at last a good poet comes up with a translation into English verse."" --John Crowe Ransom<br><br>.."". a charming and expert English version, which is right in tone for the Metamorphoses."" --Francis Fergusson<br><br>""This new Ovid, fresh and faithful, is right for our time and should help to restore a great reputation."" --Mark Van Doren<br><br>The first and still the best modern verse translation of the Metamorphoses, Humphries' version of Ovid's masterpiece captures its wit, merriment, and sophistication.<br><br>Everyone will enjoy this first modern translation by an American poet of Ovid's great work, the major treasury of classical mythology, which has perennially stimulated the minds of men. In this lively rendering there are no stock props of the pastoral and no literary landscaping, but real food on the table and sometimes real blood on the ground.<br><br>Not only is Ovid's Metamorphoses a collection of all the myths of the time of the Roman poet as he knew them, but the book presents at the same time a series of love poems--about the loves of men, women, and the gods. There are also poems of hate, to give the proper shading to the narrative. And pervading all is the writer's love for this earth, its people, its phenomena.<br><br>Using ten-beat, unrhymed lines in his translation, Rolfe Humphries shows a definite kinship for Ovid's swift and colloquial language and Humphries' whole poetic manner is in tune with the wit and sophistication of the Roman poet.","Poetry / Ancient & Classical","English","2014-01-21 23:03:39","297589","2014-09-27 04:44:05","2014-11-23 19:02:04","0f334a59f72769a09d0f2044904fcf7a",
"159","Petras, Kathryn|Petras, Ross","Very Bad Poetry","9780679776222","Vintage","1997-03-25","0","1,","Default,","0","","144","","12.0","0","","","","Paperback","0","","","Writing very bad poetry requires talent.  It helps to have a wooden ear for words, a penchant for sinking into a mire of sentimentality, and an enviable confidence that allows one to write despite absolutely appalling incompetence.<br><br>The 131 poems collected in this first-of-its-kind anthology are so glaringly awful that they embody a kind of genius.  From Fred Emerson Brooks' ""The Stuttering Lover"" to Matthew Green's ""The Spleen"" to Georgia Bailey Parrington's misguided ""An Elegy to a Dissected Puppy"", they mangle meter, run rampant over rhyme, and bludgeon us into insensibility with their grandiosity, anticlimax, and malapropism.<br><br>Guaranteed to move even the most stoic reader to tears (of laughter), <strong>Very Bad Poetry</strong> is sure to become a favorite of the poetically inclined (and disinclined).","Poetry / Anthologies (multiple authors)","English","2014-01-21 23:03:52","647866","2014-09-27 04:44:11","2014-11-23 19:02:06","9c07cfa92c34263951185a4df9952242",
"160","Doyle, Arthur Conan|Doyle, Sir Arthur Conan","Complete Sherlock Holmes, The","9780553328257","Bantam Classics","1986-10-01","0","1,","Default,","0","Sherlock Holmes (204\\|1-9, Complete)|Sherlock Holmes","1796","","13.9","0","","","","Paperback","0","","","This single volume contains all 4 novels &amp; 56 short stories about Baker Street's most famous resident.<br><br>The 4 novels are:<br><br>A Study in Scarlet <br>The Sign of the Four<br>The Hound of the Baskervilles <br>The Valley of Fear <br><br>and the 56 short-stories are collected in 5 books:<br><br><br>The Adventures of Sherlock Holmes <br>The Memoirs of Sherlock Holmes <br>The Return of Sherlock Holmes <br>His Last Bow <br>The Case-Book of Sherlock Holmes","Fiction / Short Stories (single author)","English","2014-01-21 23:04:19","188572","2014-09-27 04:44:17","2014-11-23 19:02:09","25d3ff1a8b66d6852179498b134b406e",
"162","Ishiguro, Kazuo","Never Let Me Go","9780307740991","Vintage","2010-08-31","0","1,","Default,","0","Random House Movie Tie-In Books","304","","15.0","0","","","","Paperback","0","","","From the Booker Prize-winning author of <em><strong>The Remains of the Day</strong> </em>comes a devastating new novel of innocence, knowledge, and loss. As children Kathy, Ruth, and Tommy were students at Hailsham, an exclusive boarding school secluded in the English countryside. It was a place of mercurial cliques and mysterious rules where teachers were constantly reminding their charges of how special they were. <br><br>Now, years later, Kathy is a young woman. Ruth and Tommy have reentered her life. And for the first time she is beginning to look back at their shared past and understand just what it is that makes them special–and how that gift will shape the rest of their time together. Suspenseful, moving, beautifully atmospheric, <strong>Never Let Me Go</strong><em> </em>is another classic by the author of <strong>The Remains of the Day</strong>.","Fiction / Psychological","English","2014-01-21 23:04:50","9018087","2014-09-27 04:44:25","2014-11-23 19:02:11","968961a147fc8f6a2c6e2026878dcecc",
"163","Collins, Wilkie|Stewart, J.I.M.|Wilkie; Stewart, J. I. (editor) Collins","Moonstone, The","9780140430141","Penguin","1987","0","1,","Default,","0","Penguin Classics Ser.","528","","","0","","","","Mass Market Paperback","0","","","Widely regarded as the precursor of the modern mystery and suspense novels, The Moonstone tells of the events surrounding the disappearance of a mysterious (and cursed) yellow diamond. T. S. Eliot called it 'the first, the longest, and the best of modern English detective novels'. It contains a number of ideas which became common tropes of the genre, including a crime being investigated by talented amateurs who happen to be present when it is committed, and two police officers who exemplify respectively the 'Scotland Yard bungler' and the skilled, professional detective.","","English","2014-01-21 23:05:02","1737531","2014-09-27 04:44:32","2014-11-23 19:02:14","1b08fa415a1772a249f6357d83bdd553",
"164","Malory, Thomas|Loehnen, Ben","Le Morte D'arthur - Volume I","9781401307806","Hyperion","2004-06-01","0","1,","Default,","0","","512","","12.95","0","","","","Paperback","0","","","The book has no illustrations or index. Purchasers are entitled to a free trial membership in the General Books Club where they can select from more than a million books without charge. Subjects: Arthurian romances;","Literary Criticism / Medieval","English","2014-01-21 23:05:15","133163","2014-09-27 04:44:38","2014-11-23 19:02:17","d59409222d4582407aae45df0e70b973",
